"site","channel","audit_schema","contract_id","contract_version","product","source_release","release_doi","source_receipt_id","raw_source_digest","source_normalization","n_plot_event_contexts","n_published_opportunity_keys","n_opportunity_source_records","n_measurement_only_contexts","n_measurement_records_without_opportunity_source","n_channel_measurement_only_contexts_with_records","n_channel_measurement_records_without_opportunity_source","n_opportunity_key_conflict_groups","n_supported_contexts","n_explicit_absences","n_held_contexts","n_sampled_with_records","n_sampled_absence","n_held_sampling_impractical","n_held_dendrometer_only","n_held_missing_area","n_held_opportunity_unknown","n_held_presence_record_conflict","n_held_metric_invalid","n_held_identity_conflict","n_held_opportunity_source_missing","held_reason_counts","n_measurement_records","n_live_measurement_records","n_invalid_metric_records","n_protocol_identity_conflict_keys","n_protocol_identity_conflict_records","n_nonblank_dataqf_records","dataqf_value_counts","dataqf_handling","n_nonblank_tag_status_records","n_non_ok_tag_status_records","non_ok_tag_status_value_counts","n_nonblank_changed_measurement_location_records","n_changed_measurement_location_records","changed_measurement_location_value_counts"
"LENO","tree_dbh","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",110,110,110,0,0,0,0,0,32,0,78,32,0,0,0,0,65,0,10,3,0,"[{""status"":""held_identity_conflict"",""reason"":""1 channel stem locator violates plotID + eventID + individualID + tempStemID uniqueness"",""count"":3},{""status"":""held_metric_invalid"",""reason"":""1 live channel record lacks a finite positive threshold-compatible diameter"",""count"":6},{""status"":""held_metric_invalid"",""reason"":""3 live channel records lack a finite positive threshold-compatible diameter"",""count"":3},{""status"":""held_metric_invalid"",""reason"":""4 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":65}]",3423,3174,67,3,4,1495,"[{""value"":""legacyData"",""count"":1493},{""value"":""legacyData | noMapTagData"",""count"":2}]","preserved_and_counted_not_excluded",3407,5,"[{""value"":""removed"",""count"":1},{""value"":""replaced"",""count"":4}]",1341,7,"[{""value"":""damage"",""count"":4},{""value"":""deformityGrowth"",""count"":3}]"
"LENO","shrub_sapling_basal","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",110,110,110,0,0,0,0,0,32,0,78,32,0,0,0,0,65,0,5,8,0,"[{""status"":""held_identity_conflict"",""reason"":""1 channel stem locator violates plotID + eventID + individualID + tempStemID uniqueness"",""count"":7},{""status"":""held_identity_conflict"",""reason"":""2 channel stem locators violate plotID + eventID + individualID + tempStemID uniqueness"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""1 live channel record lacks a finite positive threshold-compatible diameter"",""count"":3},{""status"":""held_metric_invalid"",""reason"":""2 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""4 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":65}]",2645,2442,34,9,11,1371,"[{""value"":""legacyData"",""count"":1371}]","preserved_and_counted_not_excluded",2637,6,"[{""value"":""removed"",""count"":2},{""value"":""replaced"",""count"":3},{""value"":""tagRemoved"",""count"":1}]",937,5,"[{""value"":""boleChange"",""count"":1},{""value"":""branchGrowth"",""count"":2},{""value"":""deformityGrowth"",""count"":2}]"
"MLBS","tree_dbh","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",148,148,148,0,0,0,0,0,30,0,118,30,0,0,0,0,93,0,23,2,0,"[{""status"":""held_identity_conflict"",""reason"":""1 channel stem locator violates plotID + eventID + individualID + tempStemID uniqueness"",""count"":2},{""status"":""held_metric_invalid"",""reason"":""1 live channel record lacks a finite positive threshold-compatible diameter"",""count"":10},{""status"":""held_metric_invalid"",""reason"":""2 live channel records lack a finite positive threshold-compatible diameter"",""count"":8},{""status"":""held_metric_invalid"",""reason"":""3 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""4 live channel records lack a finite positive threshold-compatible diameter"",""count"":4},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":93}]",6286,5066,119,2,2,1660,"[{""value"":""legacyData"",""count"":1658},{""value"":""legacyData | noMapTagData"",""count"":2}]","preserved_and_counted_not_excluded",6279,7,"[{""value"":""notRequired"",""count"":2},{""value"":""replaced"",""count"":5}]",2418,7,"[{""value"":""boleChange"",""count"":1},{""value"":""branchGrowth"",""count"":1},{""value"":""damage"",""count"":2},{""value"":""deformityGrowth"",""count"":2},{""value"":""newRootingPoint"",""count"":1}]"
"MLBS","shrub_sapling_basal","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",148,148,148,0,0,0,0,0,52,0,96,52,0,0,0,0,93,2,1,0,0,"[{""status"":""held_metric_invalid"",""reason"":""2 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":93},{""status"":""held_presence_record_conflict"",""reason"":""presence says sampled/present but no measurement records exist"",""count"":2}]",2969,2538,113,0,0,513,"[{""value"":""legacyData"",""count"":513}]","preserved_and_counted_not_excluded",2968,13,"[{""value"":""replaced"",""count"":13}]",1169,48,"[{""value"":""boleChange"",""count"":5},{""value"":""branchGrowth"",""count"":24},{""value"":""damage"",""count"":8},{""value"":""deformityGrowth"",""count"":11}]"
"MOAB","tree_dbh","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",165,165,165,0,0,0,0,0,24,23,141,1,23,5,0,0,134,0,2,0,0,"[{""status"":""held_metric_invalid"",""reason"":""3 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""4 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_opportunity_unknown"",""reason"":""no records and presence does not establish sampled absence"",""count"":19},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":115},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=logistical"",""count"":5}]",213,162,22,0,0,58,"[{""value"":""legacyData"",""count"":58}]","preserved_and_counted_not_excluded",213,0,"[]",77,8,"[{""value"":""boleChange"",""count"":6},{""value"":""branchGrowth"",""count"":1},{""value"":""deformityGrowth"",""count"":1}]"
"MOAB","shrub_sapling_basal","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",165,165,165,0,0,0,0,0,24,0,141,24,0,5,0,0,134,0,0,2,0,"[{""status"":""held_identity_conflict"",""reason"":""1 channel stem locator violates plotID + eventID + individualID + tempStemID uniqueness"",""count"":2},{""status"":""held_opportunity_unknown"",""reason"":""no records and presence does not establish sampled absence"",""count"":19},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":115},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=logistical"",""count"":5}]",3781,3142,95,2,4,1854,"[{""value"":""legacyData"",""count"":1854}]","preserved_and_counted_not_excluded",3779,6,"[{""value"":""replaced"",""count"":5},{""value"":""tagRemoved"",""count"":1}]",1030,8,"[{""value"":""boleChange"",""count"":5},{""value"":""branchGrowth"",""count"":2},{""value"":""deformityGrowth"",""count"":1}]"
"NIWO","tree_dbh","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",210,210,210,0,0,0,0,0,26,13,184,13,13,9,13,0,135,2,22,3,0,"[{""status"":""held_dendrometer_only"",""reason"":""dataCollected=dendrometerOnly cannot scale a plot response"",""count"":13},{""status"":""held_identity_conflict"",""reason"":""1 channel stem locator violates plotID + eventID + individualID + tempStemID uniqueness"",""count"":1},{""status"":""held_identity_conflict"",""reason"":""4 channel stem locators violate plotID + eventID + individualID + tempStemID uniqueness"",""count"":1},{""status"":""held_identity_conflict"",""reason"":""6 channel stem locators violate plotID + eventID + individualID + tempStemID uniqueness"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""1 live channel record lacks a finite positive threshold-compatible diameter"",""count"":2},{""status"":""held_metric_invalid"",""reason"":""2 live channel records lack a finite positive threshold-compatible diameter"",""count"":5},{""status"":""held_metric_invalid"",""reason"":""3 live channel records lack a finite positive threshold-compatible diameter"",""count"":9},{""status"":""held_metric_invalid"",""reason"":""4 live channel records lack a finite positive threshold-compatible diameter"",""count"":3},{""status"":""held_metric_invalid"",""reason"":""6 live channel records lack a finite positive threshold-compatible diameter"",""count"":2},{""status"":""held_metric_invalid"",""reason"":""7 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_opportunity_unknown"",""reason"":""no records and presence does not establish sampled absence"",""count"":7},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":128},{""status"":""held_presence_record_conflict"",""reason"":""presence says absent but measurement records exist"",""count"":1},{""status"":""held_presence_record_conflict"",""reason"":""presence says sampled/present but no measurement records exist"",""count"":1},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=extreme weather"",""count"":4},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=logistical"",""count"":5}]",4810,4238,128,11,21,2140,"[{""value"":""legacyData"",""count"":2111},{""value"":""legacyData | noMapTagData"",""count"":29}]","preserved_and_counted_not_excluded",4810,2,"[{""value"":""replaced"",""count"":2}]",1711,18,"[{""value"":""boleChange"",""count"":2},{""value"":""branchGrowth"",""count"":4},{""value"":""damage"",""count"":2},{""value"":""deformityGrowth"",""count"":9},{""value"":""newRootingPoint"",""count"":1}]"
"NIWO","shrub_sapling_basal","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",210,210,210,0,0,0,0,0,52,0,158,52,0,9,13,0,135,0,0,1,0,"[{""status"":""held_dendrometer_only"",""reason"":""dataCollected=dendrometerOnly cannot scale a plot response"",""count"":13},{""status"":""held_identity_conflict"",""reason"":""1 channel stem locator violates plotID + eventID + individualID + tempStemID uniqueness"",""count"":1},{""status"":""held_opportunity_unknown"",""reason"":""no records and presence does not establish sampled absence"",""count"":7},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":128},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=extreme weather"",""count"":4},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=logistical"",""count"":5}]",4675,4272,136,1,1,1358,"[{""value"":""legacyData"",""count"":1358}]","preserved_and_counted_not_excluded",4675,2,"[{""value"":""tagRemoved"",""count"":2}]",2257,5,"[{""value"":""boleChange"",""count"":1},{""value"":""damage"",""count"":2},{""value"":""deformityGrowth"",""count"":2}]"
"NOGP","tree_dbh","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",29,29,29,0,0,0,0,0,0,0,29,0,0,0,0,0,29,0,0,0,0,"[{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":29}]",0,0,0,0,0,0,"[]","preserved_and_counted_not_excluded",0,0,"[]",0,0,"[]"
"NOGP","shrub_sapling_basal","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",29,29,29,0,0,0,0,0,0,0,29,0,0,0,0,0,29,0,0,0,0,"[{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":29}]",33,31,1,0,0,33,"[{""value"":""legacyData"",""count"":33}]","preserved_and_counted_not_excluded",33,0,"[]",0,0,"[]"
"ONAQ","tree_dbh","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",222,222,222,0,0,0,0,0,41,38,181,3,38,2,0,0,176,0,3,0,0,"[{""status"":""held_metric_invalid"",""reason"":""1 live channel record lacks a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""2 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""5 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_opportunity_unknown"",""reason"":""no records and presence does not establish sampled absence"",""count"":4},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":172},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=extreme weather"",""count"":2}]",391,377,46,0,0,260,"[{""value"":""legacyData"",""count"":260}]","preserved_and_counted_not_excluded",391,1,"[{""value"":""tagRemoved"",""count"":1}]",131,5,"[{""value"":""branchGrowth"",""count"":5}]"
"ONAQ","shrub_sapling_basal","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",222,222,222,0,0,0,0,0,43,0,179,43,0,2,0,0,176,0,0,1,0,"[{""status"":""held_identity_conflict"",""reason"":""1 channel stem locator violates plotID + eventID + individualID + tempStemID uniqueness"",""count"":1},{""status"":""held_opportunity_unknown"",""reason"":""no records and presence does not establish sampled absence"",""count"":4},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":172},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=extreme weather"",""count"":2}]",35515,23302,19,2,4,25760,"[{""value"":""legacyData"",""count"":25760}]","preserved_and_counted_not_excluded",35500,55,"[{""value"":""replaced"",""count"":21},{""value"":""tagRemoved"",""count"":30},{""value"":""unknown"",""count"":1},{""value"":""untagged"",""count"":3}]",7023,43,"[{""value"":""boleChange"",""count"":15},{""value"":""branchGrowth"",""count"":11},{""value"":""damage"",""count"":6},{""value"":""deformityGrowth"",""count"":6},{""value"":""newRootingPoint"",""count"":4},{""value"":""protocolChange"",""count"":1}]"
"ORNL","tree_dbh","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",162,154,154,8,741,8,256,0,19,0,143,19,0,0,0,0,108,0,19,8,8,"[{""status"":""held_identity_conflict"",""reason"":""1 channel stem locator violates plotID + eventID + individualID + tempStemID uniqueness"",""count"":5},{""status"":""held_identity_conflict"",""reason"":""2 channel stem locators violate plotID + eventID + individualID + tempStemID uniqueness"",""count"":1},{""status"":""held_identity_conflict"",""reason"":""5 channel stem locators violate plotID + eventID + individualID + tempStemID uniqueness"",""count"":2},{""status"":""held_metric_invalid"",""reason"":""1 live channel record lacks a finite positive threshold-compatible diameter"",""count"":11},{""status"":""held_metric_invalid"",""reason"":""2 live channel records lack a finite positive threshold-compatible diameter"",""count"":6},{""status"":""held_metric_invalid"",""reason"":""3 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""5 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_opportunity_source_missing"",""reason"":""no published vst_perplotperyear row for this plotID + eventID; sampling effort, absence, and sampled area are unknown"",""count"":8},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":108}]",4946,4627,128,17,17,3015,"[{""value"":""legacyData"",""count"":2989},{""value"":""legacyData | noMapTagData"",""count"":26}]","preserved_and_counted_not_excluded",4946,2,"[{""value"":""mislabeled"",""count"":1},{""value"":""replaced"",""count"":1}]",1579,11,"[{""value"":""boleChange"",""count"":2},{""value"":""branchGrowth"",""count"":2},{""value"":""damage"",""count"":4},{""value"":""deformityGrowth"",""count"":3}]"
"ORNL","shrub_sapling_basal","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",162,154,154,8,741,8,126,0,41,0,121,41,0,0,0,0,108,0,0,5,8,"[{""status"":""held_identity_conflict"",""reason"":""1 channel stem locator violates plotID + eventID + individualID + tempStemID uniqueness"",""count"":3},{""status"":""held_identity_conflict"",""reason"":""7 channel stem locators violate plotID + eventID + individualID + tempStemID uniqueness"",""count"":1},{""status"":""held_identity_conflict"",""reason"":""8 channel stem locators violate plotID + eventID + individualID + tempStemID uniqueness"",""count"":1},{""status"":""held_opportunity_source_missing"",""reason"":""no published vst_perplotperyear row for this plotID + eventID; sampling effort, absence, and sampled area are unknown"",""count"":8},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":108}]",4551,4224,6,19,20,1783,"[{""value"":""legacyData"",""count"":1780},{""value"":""legacyData | noMapTagData"",""count"":3}]","preserved_and_counted_not_excluded",4548,2,"[{""value"":""replaced"",""count"":2}]",2528,18,"[{""value"":""boleChange"",""count"":7},{""value"":""damage"",""count"":9},{""value"":""deformityGrowth"",""count"":2}]"
"OSBS","tree_dbh","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",234,228,228,6,401,6,90,0,26,0,208,26,0,6,0,0,189,5,2,0,6,"[{""status"":""held_metric_invalid"",""reason"":""1 live channel record lacks a finite positive threshold-compatible diameter"",""count"":2},{""status"":""held_opportunity_source_missing"",""reason"":""no published vst_perplotperyear row for this plotID + eventID; sampling effort, absence, and sampled area are unknown"",""count"":6},{""status"":""held_opportunity_unknown"",""reason"":""dataCollected=partial"",""count"":20},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":169},{""status"":""held_presence_record_conflict"",""reason"":""presence says sampled/present but no measurement records exist"",""count"":5},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=logistical"",""count"":6}]",3341,3085,48,0,0,2032,"[{""value"":""legacyData"",""count"":1987},{""value"":""legacyData | noMapTagData"",""count"":45}]","preserved_and_counted_not_excluded",3329,5,"[{""value"":""removed"",""count"":1},{""value"":""replaced"",""count"":3},{""value"":""untagged"",""count"":1}]",1022,36,"[{""value"":""boleChange"",""count"":3},{""value"":""branchGrowth"",""count"":7},{""value"":""damage"",""count"":20},{""value"":""deformityGrowth"",""count"":4},{""value"":""protocolChange"",""count"":2}]"
"OSBS","shrub_sapling_basal","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",234,228,228,6,401,6,142,0,28,0,206,28,0,6,0,0,189,5,0,0,6,"[{""status"":""held_opportunity_source_missing"",""reason"":""no published vst_perplotperyear row for this plotID + eventID; sampling effort, absence, and sampled area are unknown"",""count"":6},{""status"":""held_opportunity_unknown"",""reason"":""dataCollected=partial"",""count"":20},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":169},{""status"":""held_presence_record_conflict"",""reason"":""presence says sampled/present but no measurement records exist"",""count"":5},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=logistical"",""count"":6}]",8785,5480,74,24,46,3393,"[{""value"":""10"",""count"":1},{""value"":""legacyData"",""count"":3330},{""value"":""legacyData | noMapTagData"",""count"":62}]","preserved_and_counted_not_excluded",8778,4464,"[{""value"":""notRequired"",""count"":4433},{""value"":""removed"",""count"":4},{""value"":""untagged"",""count"":27}]",4249,14,"[{""value"":""branchGrowth"",""count"":6},{""value"":""damage"",""count"":5},{""value"":""deformityGrowth"",""count"":1},{""value"":""protocolChange"",""count"":2}]"
"PUUM","tree_dbh","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",86,86,86,0,0,0,0,0,17,0,69,17,0,7,0,0,26,0,34,2,0,"[{""status"":""held_identity_conflict"",""reason"":""1 channel stem locator violates plotID + eventID + individualID + tempStemID uniqueness"",""count"":2},{""status"":""held_metric_invalid"",""reason"":""1 live channel record lacks a finite positive threshold-compatible diameter"",""count"":10},{""status"":""held_metric_invalid"",""reason"":""10 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""13 live channel records lack a finite positive threshold-compatible diameter"",""count"":2},{""status"":""held_metric_invalid"",""reason"":""18 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""2 live channel records lack a finite positive threshold-compatible diameter"",""count"":13},{""status"":""held_metric_invalid"",""reason"":""23 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""3 live channel records lack a finite positive threshold-compatible diameter"",""count"":4},{""status"":""held_metric_invalid"",""reason"":""4 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_metric_invalid"",""reason"":""8 live channel records lack a finite positive threshold-compatible diameter"",""count"":1},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":26},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=logistical"",""count"":7}]",2642,2389,196,2,3,0,"[]","preserved_and_counted_not_excluded",2640,1,"[{""value"":""tagRemoved"",""count"":1}]",1756,8,"[{""value"":""damage"",""count"":2},{""value"":""deformityGrowth"",""count"":3},{""value"":""newRootingPoint"",""count"":3}]"
"PUUM","shrub_sapling_basal","NEON-VST-data-quality-audit-v2","NEON-VST-DP1.10098.001-v2",2,"DP1.10098.001","RELEASE-2026","https://doi.org/10.48443/pypa-qf12","VST-DP1.10098.001-RELEASE-2026-sha256-e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","e8d78dd776fa4188c3f237548b7d2ab185eb5c03bc7b220991d03753ebca3e29","portable-vectors+published-uid-byte-order-v1",86,86,86,0,0,0,0,0,50,0,36,50,0,7,0,0,26,0,0,3,0,"[{""status"":""held_identity_conflict"",""reason"":""1 channel stem locator violates plotID + eventID + individualID + tempStemID uniqueness"",""count"":3},{""status"":""held_opportunity_unknown"",""reason"":""samplingImpractical is missing"",""count"":26},{""status"":""held_sampling_impractical"",""reason"":""samplingImpractical=logistical"",""count"":7}]",1491,1409,0,3,5,0,"[]","preserved_and_counted_not_excluded",1491,7,"[{""value"":""replaced"",""count"":2},{""value"":""tagRemoved"",""count"":5}]",1106,2,"[{""value"":""boleChange"",""count"":1},{""value"":""deformityGrowth"",""count"":1}]"
